,company,title,href
76,Promedis24 GmbH,"Früh-, Elementar- oder Kindheitspädagoge B.A. (w/m/d)",https://de.linkedin.com/jobs/view/fr%C3%BCh-elementar-oder-kindheitsp%C3%A4dagoge-b-a-w-m-d-at-promedis24-gmbh-3780469295?refId=WNIkyQ0hyZANWXFxc5YvzQ%3D%3D&trackingId=aulUYTOzJNqZMbn7L1S%2BYw%3D%3D&position=3&pageNum=3&trk=public_jobs_jserp-result_search-card
77,Capgemini,Business Analyst Customer Experience (w/m/d),https://de.linkedin.com/jobs/view/business-analyst-customer-experience-w-m-d-at-capgemini-3736649393?refId=WNIkyQ0hyZANWXFxc5YvzQ%3D%3D&trackingId=xOOqP%2F2B24tkksaUoi9dCQ%3D%3D&position=4&pageNum=3&trk=public_jobs_jserp-result_search-card
78,Promedis24 GmbH,Erziehungswissenschaftler Mono B.A. (m/w/d),https://de.linkedin.com/jobs/view/erziehungswissenschaftler-mono-b-a-m-w-d-at-promedis24-gmbh-3780469345?refId=WNIkyQ0hyZANWXFxc5YvzQ%3D%3D&trackingId=RUxVd59LDsBrTrSeoOK1Kg%3D%3D&position=5&pageNum=3&trk=public_jobs_jserp-result_search-card
79,abl solutions GmbH,Business / Market Analyst (m/w/d),https://de.linkedin.com/jobs/view/business-market-analyst-m-w-d-at-abl-solutions-gmbh-3726545406?refId=WNIkyQ0hyZANWXFxc5YvzQ%3D%3D&trackingId=TQvLy9wahrX%2BQsPl%2Fg2f2Q%3D%3D&position=6&pageNum=3&trk=public_jobs_jserp-result_search-card
80,Promedis24 GmbH,Erziehungswissenschaftler Mono B.A. (m/w/d),https://de.linkedin.com/jobs/view/erziehungswissenschaftler-mono-b-a-m-w-d-at-promedis24-gmbh-3780469355?refId=WNIkyQ0hyZANWXFxc5YvzQ%3D%3D&trackingId=F9bSZ6ipG16T3fT%2B5bEAgA%3D%3D&position=7&pageNum=3&trk=public_jobs_jserp-result_search-card
81,a&o Hostels,Duales Studium - B.A. Tourismusmanagement (m/w/d),https://de.linkedin.com/jobs/view/duales-studium-b-a-tourismusmanagement-m-w-d-at-a-o-hostels-3622770314?refId=WNIkyQ0hyZANWXFxc5YvzQ%3D%3D&trackingId=TIwHWql3QZVepOBj1ZKuZQ%3D%3D&position=8&pageNum=3&trk=public_jobs_jserp-result_search-card
82,Promedis24 GmbH,"Früh-, Elementar- oder Kindheitspädagoge B.A. (w/m/d)",https://de.linkedin.com/jobs/view/fr%C3%BCh-elementar-oder-kindheitsp%C3%A4dagoge-b-a-w-m-d-at-promedis24-gmbh-3780466464?refId=WNIkyQ0hyZANWXFxc5YvzQ%3D%3D&trackingId=94ouO%2Br3evzWv4sTYWkj5w%3D%3D&position=9&pageNum=3&trk=public_jobs_jserp-result_search-card
83,Stealth iT Recruitment,Business Analyst (Insurance Experience Required),https://de.linkedin.com/jobs/view/business-analyst-insurance-experience-required-at-stealth-it-recruitment-3772471811?refId=WNIkyQ0hyZANWXFxc5YvzQ%3D%3D&trackingId=PsYjpYZ6PKb6ku%2F0hhp4pg%3D%3D&position=10&pageNum=3&trk=public_jobs_jserp-result_search-card
84,Deloitte,Business Analyst / Consultant (m/w/d) Enterprise Resource Planning (ERP) in Berlin,https://de.linkedin.com/jobs/view/business-analyst-consultant-m-w-d-enterprise-resource-planning-erp-in-berlin-at-deloitte-3277747614?refId=WNIkyQ0hyZANWXFxc5YvzQ%3D%3D&trackingId=33jycI2z%2Bv%2Ft9E3iAhqFSA%3D%3D&position=11&pageNum=3&trk=public_jobs_jserp-result_search-card
85,Vodafone,"Duales Studium B.A. BWL, mit Schwerpunkt Digital Innovation in Berlin (2024)",https://de.linkedin.com/jobs/view/duales-studium-b-a-bwl-mit-schwerpunkt-digital-innovation-in-berlin-2024-at-vodafone-3717099303?refId=WNIkyQ0hyZANWXFxc5YvzQ%3D%3D&trackingId=iMfPJ0EoMHWh%2BGeUxvDUsA%3D%3D&position=12&pageNum=3&trk=public_jobs_jserp-result_search-card
86,Promedis24 GmbH,"Früh-, Elementar- oder Kindheitspädagoge B.A. (w/m/d)",https://de.linkedin.com/jobs/view/fr%C3%BCh-elementar-oder-kindheitsp%C3%A4dagoge-b-a-w-m-d-at-promedis24-gmbh-3780466462?refId=WNIkyQ0hyZANWXFxc5YvzQ%3D%3D&trackingId=ZGAiuwVSe9MPo%2BvdYRTgEg%3D%3D&position=13&pageNum=3&trk=public_jobs_jserp-result_search-card
87,Promedis24 GmbH,"Früh-, Elementar- oder Kindheitspädagoge B.A. (w/m/d)",https://de.linkedin.com/jobs/view/fr%C3%BCh-elementar-oder-kindheitsp%C3%A4dagoge-b-a-w-m-d-at-promedis24-gmbh-3780468406?refId=WNIkyQ0hyZANWXFxc5YvzQ%3D%3D&trackingId=E%2BjM2jG0y0rT0v38HVZKgQ%3D%3D&position=14&pageNum=3&trk=public_jobs_jserp-result_search-card
88,AOK Systems GmbH,Sozial­ver­si­che­rungs­fach­an­ge­stellte als Business Analyst (m/w/d) Schwerpunkt Telematik,https://de.linkedin.com/jobs/view/sozial%C2%ADver%C2%ADsi%C2%ADche%C2%ADrungs%C2%ADfach%C2%ADan%C2%ADge%C2%ADstellte-als-business-analyst-m-w-d-schwerpunkt-telematik-at-aok-systems-gmbh-3720151405?refId=WNIkyQ0hyZANWXFxc5YvzQ%3D%3D&trackingId=pGQ32Ddtd5LeL3Thq8JKxA%3D%3D&position=15&pageNum=3&trk=public_jobs_jserp-result_search-card
89,Promedis24 GmbH,"Früh-, Elementar- oder Kindheitspädagoge B.A. (w/m/d)",https://de.linkedin.com/jobs/view/fr%C3%BCh-elementar-oder-kindheitsp%C3%A4dagoge-b-a-w-m-d-at-promedis24-gmbh-3780468399?refId=WNIkyQ0hyZANWXFxc5YvzQ%3D%3D&trackingId=HyWsFk5T1zN5nISrGl%2BC%2Fg%3D%3D&position=16&pageNum=3&trk=public_jobs_jserp-result_search-card
90,Gesellschaft zur Verwertung von Leistungsschutzrechten mbH,Business Analyst (m/w/d),https://de.linkedin.com/jobs/view/business-analyst-banking-m-w-d-at-msg-for-banking-ag-3574443223?refId=WNIkyQ0hyZANWXFxc5YvzQ%3D%3D&trackingId=CEtBIf%2FxuqHKiW3kecBwbg%3D%3D&position=18&pageNum=3&trk=public_jobs_jserp-result_search-card
91,msg for banking ag,Business Analyst / Banking (m/w/d),https://de.linkedin.com/jobs/view/business-analyst-retail-processes-at-new-yorker-3777563631?refId=WNIkyQ0hyZANWXFxc5YvzQ%3D%3D&trackingId=mDzBfKKpK0V0jzbMRPo%2Bsw%3D%3D&position=19&pageNum=3&trk=public_jobs_jserp-result_search-card
92,NEW YORKER,BUSINESS ANALYST RETAIL PROCESSES*,https://de.linkedin.com/jobs/view/business-analyst-energiewirtschaftliche-abrechnungssysteme-m-w-d-%232-at-50hertz-transmission-gmbh-3778557322?refId=WNIkyQ0hyZANWXFxc5YvzQ%3D%3D&trackingId=iV7XDndNycyffR9yJTv%2FNw%3D%3D&position=20&pageNum=3&trk=public_jobs_jserp-result_search-card
93,50Hertz Transmission GmbH,Business Analyst energiewirtschaftliche Abrechnungssysteme (m/w/d) #2,https://de.linkedin.com/jobs/view/cyber-security-solution-specialist-business-analyst-requirements-analysis-change-management-m-f-d-at-workwise-3748612214?refId=WNIkyQ0hyZANWXFxc5YvzQ%3D%3D&trackingId=U3psTD65%2B3%2F1XvhZj%2FqHGg%3D%3D&position=21&pageNum=3&trk=public_jobs_jserp-result_search-card
94,Workwise,Cyber Security Solution Specialist - Business Analyst / Requirements Analysis / Change Management (m/f/d),https://de.linkedin.com/jobs/view/business-analyst-sales-m-w-d-at-iu-internationale-hochschule-3775506132?refId=WNIkyQ0hyZANWXFxc5YvzQ%3D%3D&trackingId=PkVA512VkDySUHr0MHaJ1A%3D%3D&position=22&pageNum=3&trk=public_jobs_jserp-result_search-card
95,IU International University of Applied Sciences,Business Analyst Sales (m/w/d),https://de.linkedin.com/jobs/view/business-analyst-energiewirtschaftliche-abrechnungssysteme-m-w-d-%232-at-50hertz-transmission-gmbh-3778558222?refId=WNIkyQ0hyZANWXFxc5YvzQ%3D%3D&trackingId=yhy05PB%2FtOMZ2gO2mkYE7Q%3D%3D&position=23&pageNum=3&trk=public_jobs_jserp-result_search-card
96,50Hertz Transmission GmbH,Business Analyst energiewirtschaftliche Abrechnungssysteme (m/w/d) #2,https://de.linkedin.com/jobs/view/senior-tech-marketing-manager-all-genders-at-babbel-3765035475?refId=WNIkyQ0hyZANWXFxc5YvzQ%3D%3D&trackingId=xjQrbpQnTwixYaTNySkspA%3D%3D&position=24&pageNum=3&trk=public_jobs_jserp-result_search-card
97,Babbel,(Senior) Tech Marketing Manager (all genders),https://de.linkedin.com/jobs/view/business-analyst-datenmigration-all-genders-f%C3%BCr-die-adesso-insurance-solutions-gmbh-at-adesso-insurance-solutions-gmbh-3741942819?refId=WNIkyQ0hyZANWXFxc5YvzQ%3D%3D&trackingId=0WQcTi2EigLBf8Gqq%2BxKpA%3D%3D&position=25&pageNum=3&trk=public_jobs_jserp-result_search-card
98,adesso insurance solutions GmbH,Business Analyst Datenmigration (all genders) für die adesso insurance solutions GmbH,https://de.linkedin.com/jobs/view/business-analyst-datenmigration-all-genders-f%C3%BCr-die-adesso-insurance-solutions-gmbh-at-adesso-insurance-solutions-gmbh-3741942819?refId=5Q6C6pETQuMKdHSVfK3ltA%3D%3D&trackingId=yyUxB711QJpCA3z2W0GeDQ%3D%3D&position=1&pageNum=4&trk=public_jobs_jserp-result_search-card
99,adesso insurance solutions GmbH,Business Analyst Datenmigration (all genders) für die adesso insurance solutions GmbH,https://de.linkedin.com/jobs/view/consultant-business-analyst-senior-bei-findic-w-m-d-at-zeb-consulting-3378324316?refId=5Q6C6pETQuMKdHSVfK3ltA%3D%3D&trackingId=Cu%2BfD47loUICUsgrY7HtJg%3D%3D&position=2&pageNum=4&trk=public_jobs_jserp-result_search-card
100,zeb consulting,Consultant / Business Analyst (Senior) bei findic (w|m|d),https://de.linkedin.com/jobs/view/duales-studium-gesundheitsmanagement-b-a-am-campus-oder-online-at-iu-internationale-hochschule-3407454453?refId=5Q6C6pETQuMKdHSVfK3ltA%3D%3D&trackingId=9ToD1uNmm7TvRWrMVPJP6g%3D%3D&position=3&pageNum=4&trk=public_jobs_jserp-result_search-card
101,IU International University of Applied Sciences,Duales Studium Gesundheitsmanagement (B.A.) am Campus oder online,https://de.linkedin.com/jobs/view/procurement-business-analyst-m-f-d-at-ib-vogt-gmbh-3778535627?refId=5Q6C6pETQuMKdHSVfK3ltA%3D%3D&trackingId=4lXwVExzxJXU61TITQOF1Q%3D%3D&position=4&pageNum=4&trk=public_jobs_jserp-result_search-card
102,ib vogt GmbH,(Procurement) Business Analyst (m/f/d),https://de.linkedin.com/jobs/view/marketing-analyst-bangkok-based-relocation-provided-at-agoda-3727085744?refId=5Q6C6pETQuMKdHSVfK3ltA%3D%3D&trackingId=P%2BrW6wVqiI50%2FU6C5jgO7g%3D%3D&position=5&pageNum=4&trk=public_jobs_jserp-result_search-card
103,Agoda,"Marketing Analyst (Bangkok Based, relocation provided)",https://de.linkedin.com/jobs/view/bas-berlin-aviation-service-gmbh-sucht-mitarbeiter-in-der-passagierabfertigung-check-in-agent-m-w-d-in-teilzeit-80-stunden-oder-als-minijob-at-gas-german-aviation-service-3734090133?refId=5Q6C6pETQuMKdHSVfK3ltA%3D%3D&trackingId=B%2FPS1IKcnxoFqg9lDSi2AA%3D%3D&position=6&pageNum=4&trk=public_jobs_jserp-result_search-card
104,GAS German Aviation Service,BAS Berlin Aviation Service GmbH sucht Mitarbeiter in der Passagierabfertigung - Check In Agent - (m/w/d) - ---In Teilzeit (80 Stunden) oder als Minijob ----,https://de.linkedin.com/jobs/view/duales-studium-b-a-bwl-mit-schwerpunkt-business-sales-in-berlin-2024-at-vodafone-3717095440?refId=5Q6C6pETQuMKdHSVfK3ltA%3D%3D&trackingId=VPxW%2Bg5yQyLYI%2Bf4SVqySA%3D%3D&position=7&pageNum=4&trk=public_jobs_jserp-result_search-card
105,Vodafone,"Duales Studium B.A. BWL, mit Schwerpunkt Business Sales in Berlin (2024)",https://de.linkedin.com/jobs/view/duales-studium-soziale-arbeit-b-a-am-campus-oder-online-at-iu-internationale-hochschule-3407450888?refId=5Q6C6pETQuMKdHSVfK3ltA%3D%3D&trackingId=zOanEhICzYJgR2Ntweq6JA%3D%3D&position=8&pageNum=4&trk=public_jobs_jserp-result_search-card
106,IU International University of Applied Sciences,Duales Studium Soziale Arbeit (B.A.) am Campus oder online,https://de.linkedin.com/jobs/view/duales-studium-soziale-arbeit-b-a-am-campus-oder-online-at-iu-internationale-hochschule-3407450893?refId=5Q6C6pETQuMKdHSVfK3ltA%3D%3D&trackingId=jfU1w9zuRnNPrsWGnipeGg%3D%3D&position=9&pageNum=4&trk=public_jobs_jserp-result_search-card
107,IU International University of Applied Sciences,Duales Studium Soziale Arbeit (B.A.) am Campus oder online,https://de.linkedin.com/jobs/view/duales-studium-kindheitsp%C3%A4dagogik-b-a-am-campus-oder-online-at-iu-internationale-hochschule-3407450842?refId=5Q6C6pETQuMKdHSVfK3ltA%3D%3D&trackingId=%2F%2BBaeS%2BI1cHt3o0Dr52pjA%3D%3D&position=10&pageNum=4&trk=public_jobs_jserp-result_search-card
108,IU International University of Applied Sciences,Duales Studium Kindheitspädagogik (B.A.) am Campus oder online,https://de.linkedin.com/jobs/view/duales-studium-tourismusmanagement-b-a-am-campus-oder-online-at-iu-internationale-hochschule-3402137468?refId=5Q6C6pETQuMKdHSVfK3ltA%3D%3D&trackingId=4ty5y4hQGQC%2F9AP0Ipimyw%3D%3D&position=11&pageNum=4&trk=public_jobs_jserp-result_search-card
109,IU International University of Applied Sciences,Duales Studium Tourismusmanagement (B.A.) am Campus oder online,https://de.linkedin.com/jobs/view/duales-studium-tourismusmanagement-b-a-am-campus-oder-online-at-iu-internationale-hochschule-3537245322?refId=5Q6C6pETQuMKdHSVfK3ltA%3D%3D&trackingId=hWtJRC7YLYim0kUBFB6iGw%3D%3D&position=13&pageNum=4&trk=public_jobs_jserp-result_search-card
110,Ing.ges. BBP Bauconsulting GmbH,Landschaftsarchitekt bei Generalplaner in LP 1-5 (m/w/d) BA-15,https://de.linkedin.com/jobs/view/business-analyst-bangkok-based-relocation-provided-at-agoda-3748495136?refId=5Q6C6pETQuMKdHSVfK3ltA%3D%3D&trackingId=N0gtK1b3tFE0rSYcMcymMQ%3D%3D&position=14&pageNum=4&trk=public_jobs_jserp-result_search-card
111,IU International University of Applied Sciences,Duales Studium Tourismusmanagement (B.A.) am Campus oder online,https://de.linkedin.com/jobs/view/duales-studium-betriebswirtschaftslehre-bank-b-a-mit-fokus-vertrieb-m-w-d-at-interhyp-gruppe-3746301416?refId=5Q6C6pETQuMKdHSVfK3ltA%3D%3D&trackingId=mz%2FdA06x1jWFRKBtN5ER4w%3D%3D&position=15&pageNum=4&trk=public_jobs_jserp-result_search-card
112,Agoda,"Business Analyst (Bangkok Based, relocation provided)",https://de.linkedin.com/jobs/view/duales-studium-immobilienwirtschaft-b-a-am-campus-oder-online-at-iu-internationale-hochschule-3407451923?refId=5Q6C6pETQuMKdHSVfK3ltA%3D%3D&trackingId=YhsxbhI1TUb%2BxRAwQLnsXw%3D%3D&position=16&pageNum=4&trk=public_jobs_jserp-result_search-card
113,Interhyp Gruppe,Duales Studium Betriebswirtschaftslehre / Bank B.A. mit Fokus Vertrieb (m/w/d),https://de.linkedin.com/jobs/view/duales-studium-bwl-schwerpunkt-industrie-b-a-bereich-regulierungsmanagement-berlin-at-50hertz-transmission-gmbh-3735308272?refId=5Q6C6pETQuMKdHSVfK3ltA%3D%3D&trackingId=JbHhnl0SnhwsBAYe0L17ng%3D%3D&position=17&pageNum=4&trk=public_jobs_jserp-result_search-card
114,IU International University of Applied Sciences,Duales Studium Immobilienwirtschaft (B.A.) am Campus oder online,https://de.linkedin.com/jobs/view/duales-studium-bwl-schwerpunkt-industrie-b-a-bereich-regulierungsmanagement-berlin-at-50hertz-transmission-gmbh-3735305713?refId=5Q6C6pETQuMKdHSVfK3ltA%3D%3D&trackingId=WVTz0lm91T2hfRqEq54rxg%3D%3D&position=18&pageNum=4&trk=public_jobs_jserp-result_search-card
115,50Hertz Transmission GmbH,"Duales Studium BWL Schwerpunkt Industrie (B.A.), Bereich Regulierungsmanagement, Berlin",https://de.linkedin.com/jobs/view/bas-berlin-aviation-service-gmbh-sucht-mitarbeiter-f%C3%BCr-die-vip-und-business-lounge-betreuung-m-w-d-at-gas-german-aviation-service-3734086694?refId=5Q6C6pETQuMKdHSVfK3ltA%3D%3D&trackingId=eyHQqPJXzsIqINDnlz4fVA%3D%3D&position=19&pageNum=4&trk=public_jobs_jserp-result_search-card
116,50Hertz Transmission GmbH,"Duales Studium BWL Schwerpunkt Industrie (B.A.), Bereich Regulierungsmanagement, Berlin",https://de.linkedin.com/jobs/view/praktikum-w-m-d-business-research-analysis-at-kpmg-deutschland-3743896490?refId=5Q6C6pETQuMKdHSVfK3ltA%3D%3D&trackingId=a55UTDRlwwwe1hNxMfXlig%3D%3D&position=20&pageNum=4&trk=public_jobs_jserp-result_search-card
117,GAS German Aviation Service,BAS Berlin Aviation Service GmbH sucht Mitarbeiter für die VIP und Business Lounge Betreuung (m/w/d),https://de.linkedin.com/jobs/view/consultant-business-analyst-projektmanager-life-sciences-chemicals-w-m-d-at-capgemini-3616300102?refId=5Q6C6pETQuMKdHSVfK3ltA%3D%3D&trackingId=6Aqw%2FdFylxPQlVHU0%2BNMAg%3D%3D&position=21&pageNum=4&trk=public_jobs_jserp-result_search-card
118,KPMG Deutschland,Praktikum (w/m/d) Business Research & Analysis,https://de.linkedin.com/jobs/view/servicetechniker-im-bereich-logistik-m-w-d-ba-w%C3%BC-at-arktis-the-solutions-company-3743830772?refId=5Q6C6pETQuMKdHSVfK3ltA%3D%3D&trackingId=cRJVjMtKb6HP0aW6tnfI7g%3D%3D&position=23&pageNum=4&trk=public_jobs_jserp-result_search-card
119,Capgemini,Consultant / Business Analyst / Projektmanager Life Sciences & Chemicals (w/m/d),https://de.linkedin.com/jobs/view/duales-studium-mediendesign-b-a-am-campus-oder-online-at-iu-internationale-hochschule-3407456256?refId=n2EuKv81XnvbjYsC9bttBQ%3D%3D&trackingId=%2B5%2F3pzD0uEoH0ZbigANs7w%3D%3D&position=3&pageNum=5&trk=public_jobs_jserp-result_search-card
120,GAS German Aviation Service,BAS Berlin Aviation Service GmbH sucht Mitarbeiter in der Passagierabfertigung - Check In Agent - (m/w/d) - ---In Teilzeit (60 Stunden) oder als Minijob ----,https://de.linkedin.com/jobs/view/duales-studium-mediendesign-b-a-am-campus-oder-online-at-iu-internationale-hochschule-3407457114?refId=n2EuKv81XnvbjYsC9bttBQ%3D%3D&trackingId=MAOyAmsBHbwi8nwRRmcNzA%3D%3D&position=4&pageNum=5&trk=public_jobs_jserp-result_search-card
121,ARKTIS - The solutions company,Servicetechniker im Bereich Logistik (m/w/d) Ba-Wü,https://de.linkedin.com/jobs/view/lead-managing-consultant-technology-innovation-w-m-x-at-ntt-data-dach-3670313500?refId=n2EuKv81XnvbjYsC9bttBQ%3D%3D&trackingId=dOz6PIy9D1yVDjEw%2B15i1Q%3D%3D&position=5&pageNum=5&trk=public_jobs_jserp-result_search-card
122,GAS German Aviation Service GmbH,BAS Berlin Aviation Service GmbH sucht Rampagenten in Voll- und Teilzeit (m/w/d),https://de.linkedin.com/jobs/view/senior-managing-consultant-executive-technology-innovation-w-m-x-at-ntt-data-dach-3700519276?refId=n2EuKv81XnvbjYsC9bttBQ%3D%3D&trackingId=9EAdvz1gzngbWlPogzbGGw%3D%3D&position=6&pageNum=5&trk=public_jobs_jserp-result_search-card
123,GAS German Aviation Service GmbH,BAS Berlin Aviation Service GmbH sucht Operationagents in Vollzeit (m/w/d),https://de.linkedin.com/jobs/view/duales-studium-wirtschaftspr%C3%BCfung-b-a-2024-at-deloitte-3672941432?refId=n2EuKv81XnvbjYsC9bttBQ%3D%3D&trackingId=GJu9E%2FqtDnjHn63LYu0wHg%3D%3D&position=7&pageNum=5&trk=public_jobs_jserp-result_search-card
124,GAS German Aviation Service GmbH,BAS Berlin Aviation Service GmbH sucht Customer Service Representatives (m/w/d) in Voll- und Teilzeit,https://de.linkedin.com/jobs/view/business-intelligence-data-analyst-at-avea-life-3767902213?refId=n2EuKv81XnvbjYsC9bttBQ%3D%3D&trackingId=67f4LGNH1xscDiKmGEQCDA%3D%3D&position=8&pageNum=5&trk=public_jobs_jserp-result_search-card
125,GAS German Aviation Service GmbH,BAS Berlin Aviation Service GmbH sucht Follow Me Fahrer & GAT Mitarbeiter (m/w/d) in Vollzeit,https://de.linkedin.com/jobs/view/game-data-analyst-f-m-d-at-kolibri-games-3764345446?refId=n2EuKv81XnvbjYsC9bttBQ%3D%3D&trackingId=E5fnuVpndYX%2BxffSzXkLVg%3D%3D&position=9&pageNum=5&trk=public_jobs_jserp-result_search-card
126,IU International University of Applied Sciences,Duales Studium Mediendesign (B.A.) am Campus oder online,https://de.linkedin.com/jobs/view/business-intelligence-data-analyst-at-maximon-the-longevity-company-builder-3766867939?refId=n2EuKv81XnvbjYsC9bttBQ%3D%3D&trackingId=7qjfunSKn6m5goiW0qDe5g%3D%3D&position=10&pageNum=5&trk=public_jobs_jserp-result_search-card
127,IU International University of Applied Sciences,Duales Studium Mediendesign (B.A.) am Campus oder online,https://de.linkedin.com/jobs/view/business-intelligence-bi-analyst-in-performance-marketing-all-genders-at-zalando-3772706213?refId=n2EuKv81XnvbjYsC9bttBQ%3D%3D&trackingId=HHVtXHk0aJD0wuZOhElnDQ%3D%3D&position=11&pageNum=5&trk=public_jobs_jserp-result_search-card
128,NTT DATA DACH,Lead / Managing Consultant Technology Innovation (w/m/x),https://de.linkedin.com/jobs/view/data-analyst-power-bi-m-w-d-at-vielfaltmen%C3%BC-gmbh-3760006982?refId=n2EuKv81XnvbjYsC9bttBQ%3D%3D&trackingId=%2FrBEIXPL3TMFIuYOSAPZtQ%3D%3D&position=12&pageNum=5&trk=public_jobs_jserp-result_search-card
129,NTT DATA DACH,Senior Managing Consultant/Executive Technology Innovation (w/m/x),https://de.linkedin.com/jobs/view/data-analyst-bootcamp-and-project-work-remote-part-time-%40-moyyn-%E2%80%93-gain-your-first-hands-on-experience-at-moyyn-3780806251?refId=n2EuKv81XnvbjYsC9bttBQ%3D%3D&trackingId=nFLRX5UNYPG44qog7v%2F2Lg%3D%3D&position=13&pageNum=5&trk=public_jobs_jserp-result_search-card
130,Deloitte,Duales Studium Wirtschaftsprüfung (B.A.) 2024,https://de.linkedin.com/jobs/view/data-analytics-lead-m-f-x-at-hashtag-you-3712118635?refId=n2EuKv81XnvbjYsC9bttBQ%3D%3D&trackingId=3nsbj5doOS5shdl2QDe%2B0A%3D%3D&position=14&pageNum=5&trk=public_jobs_jserp-result_search-card
131,Avea Life,Business Intelligence Data Analyst,https://de.linkedin.com/jobs/view/data-analyst-controller-business-intelligence-m-w-d-at-bwi-gmbh-3770829190?refId=n2EuKv81XnvbjYsC9bttBQ%3D%3D&trackingId=KXJTT32%2Bn%2FIJZUZK8VAw2g%3D%3D&position=15&pageNum=5&trk=public_jobs_jserp-result_search-card
132,Kolibri Games,Game Data Analyst (f/m/d),https://de.linkedin.com/jobs/view/business-analyst-in-sales-analytics-d-w-m-at-immoscout24-3759056246?refId=n2EuKv81XnvbjYsC9bttBQ%3D%3D&trackingId=IlxLqiX%2F7Z17vbQ7Z6R9nQ%3D%3D&position=16&pageNum=5&trk=public_jobs_jserp-result_search-card
133,Maximon - The Longevity Company Builder,Business Intelligence Data Analyst,https://de.linkedin.com/jobs/view/business-consultant-data-architecture-und-data-analysis-new-data-solutions-m-w-d-at-msg-3683743082?refId=n2EuKv81XnvbjYsC9bttBQ%3D%3D&trackingId=ibAkfT5i3aTs9WBdARAh0g%3D%3D&position=17&pageNum=5&trk=public_jobs_jserp-result_search-card
134,Zalando,Business Intelligence (BI) Analyst in Performance Marketing (all genders),https://de.linkedin.com/jobs/view/growth-expansion-analyst-w-m-d-at-enpal-3776939682?refId=n2EuKv81XnvbjYsC9bttBQ%3D%3D&trackingId=gzE7qYOcTVj1fbpEDegang%3D%3D&position=18&pageNum=5&trk=public_jobs_jserp-result_search-card
135,VielfaltMenü GmbH,Data Analyst Power BI (m/w/d),https://de.linkedin.com/jobs/view/growth-expansion-analyst-w-m-d-at-enpal-montage-gmbh-3775739761?refId=n2EuKv81XnvbjYsC9bttBQ%3D%3D&trackingId=cEDIYt9EfU%2FX71IGqn4oOw%3D%3D&position=19&pageNum=5&trk=public_jobs_jserp-result_search-card
136,Moyyn,Data Analyst Bootcamp and Project Work (remote -part time) @ Moyyn – Gain your first hands-on experience,https://de.linkedin.com/jobs/view/software-business-and-finance-analyst-d-f-m-at-4flow-3778227289?refId=n2EuKv81XnvbjYsC9bttBQ%3D%3D&trackingId=lAIGVmTsk6kIYE8qzSktSA%3D%3D&position=20&pageNum=5&trk=public_jobs_jserp-result_search-card
137,Hashtag You,Data & Analytics Lead (m/f/x),https://de.linkedin.com/jobs/view/business-analyst-in-m-w-i-%E2%80%93-vollzeit-unbefristet-at-propotsdam-gmbh-3634373503?refId=n2EuKv81XnvbjYsC9bttBQ%3D%3D&trackingId=IRn%2FiYIlTSX90pW7aKCV7A%3D%3D&position=21&pageNum=5&trk=public_jobs_jserp-result_search-card
138,BWI GmbH,Data Analyst / Controller Business Intelligence (m/w/d),https://de.linkedin.com/jobs/view/senior-martech-solutions-engineer-all-genders-at-babbel-3768207455?refId=n2EuKv81XnvbjYsC9bttBQ%3D%3D&trackingId=DbgaPPnWUOaNEVa0Spo5OQ%3D%3D&position=22&pageNum=5&trk=public_jobs_jserp-result_search-card
139,ImmoScout24,Business Analyst in Sales Analytics (d/w/m),https://de.linkedin.com/jobs/view/business-analyst-w-m-d-financial-services-at-wts-advisory-3584211727?refId=n2EuKv81XnvbjYsC9bttBQ%3D%3D&trackingId=vHvrSSy1aq%2FS6%2F%2BwYD3Wcg%3D%3D&position=23&pageNum=5&trk=public_jobs_jserp-result_search-card
140,msg,Business Consultant Data Architecture und Data Analysis / New Data Solutions (m/w/d),https://de.linkedin.com/jobs/view/senior-martech-solutions-engineer-all-genders-at-babbel-3778544490?refId=n2EuKv81XnvbjYsC9bttBQ%3D%3D&trackingId=RM7BTWaoke8ufOBQ5KvRdA%3D%3D&position=24&pageNum=5&trk=public_jobs_jserp-result_search-card
141,Enpal,Growth & Expansion Analyst (w/m/d),https://de.linkedin.com/jobs/view/werkstudent-m-w-d-wissensmanagement-mit-option-ba-oder-ma-thesis-at-diehl-metall-3642100758?refId=LkiV5JJbma8TrdNFSyHozw%3D%3D&trackingId=5Fsmltfhiu%2BUDIotmKqJsA%3D%3D&position=5&pageNum=6&trk=public_jobs_jserp-result_search-card
142,Enpal Montage GmbH,Growth & Expansion Analyst (w/m/d),
143,4flow,Software Business and Finance Analyst (d/f/m),
144,ProPotsdam GmbH,"Business-Analyst*in (m/w/i) – Vollzeit, unbefristet",
145,Babbel,(Senior) MarTech Solutions Engineer (all genders),
146,WTS Advisory,Business Analyst (w/m/d) Financial Services,
147,Babbel,(Senior) MarTech Solutions Engineer (all genders),
148,Ing.ges. BBP Bauconsulting GmbH,Anlagenmechaniker / Gas-Wasser-Installateur als Bauleiter HLS (m/w/d) bei Generalplaner BA-10,
149,Ing.ges. BBP Bauconsulting GmbH,Projektingenieur Technische Gebäudeausrüstung / TGA HLS (m/w/d) Generalplaner BA-07,
150,Ing.ges. BBP Bauconsulting GmbH,Bauleiter TGA HLS (w/m/d) - Objektüberwachung Versorgungstechnik Generalplaner BA-11,
